Entropy,ATT_Tech_pca1,ATT_Tech_pca2,ATT_Tech_pca3,ATT_Tech_pca4,ATT_Tech_pca5,ATT_Tech_pca6,ATT_Tactic_pca1,ATT_Tactic_pca2,MBC_obj_pca1,MBC_obj_pca2,MBC_behave_pca1,MBC_behave_pca2,MBC_behave_pca3,MBC_behave_pca4,MBC_behave_pca5,MBC_behave_pca6,MBC_behave_pca7,namespace_persistence,namespace_linking,namespace_compiler,namespace_targeting,namespace_executable,namespace_collection,namespace_communication,namespace_load-code,namespace_anti-analysis,namespace_data-manipulation,namespace_internal,capability_pca1,capability_pca2,capability_pca3,capability_pca4,capability_pca5,capability_pca6,capability_pca7,capability_pca8
6.988840710382316,-0.7777245915843825,-0.059260319141192674,-0.3216906999595358,-0.20016988170011327,0.2575965735751802,-0.2535506341925824,-0.5222304863861754,0.5655025210881608,-1.4612989143569668,0.17030476786261817,-1.6812267843678161,0.10786494371641317,-0.17563976970623127,0.17049014115103403,0.18157859840570767,-0.06554450378382332,0.04038981738397664,0,0,0,0,1,0,0,0,0,0,0,-112.2936358491972,-1.6889761695487886,0.20353296382623728,-2.1237636428229476,-0.6381796406935824,3.810816967088446,-0.34680934019148374,1.824650109382619
